Date,Open,High,Low,Close,Adj Close,Volume
2017-03-02,187.889999,189.649994,187.139999,189.369995,177.498413,802500
2017-03-03,190.210007,190.399994,188.539993,189.039993,177.189041,566000
2017-03-06,188.289993,189.389999,187.330002,188.889999,177.048477,430400
2017-03-07,187.839996,190.110001,187.830002,189.300003,177.432755,442400
2017-03-08,189.309998,190.020004,188.259995,188.360001,176.551712,398600
2017-03-09,187.309998,187.500000,183.750000,184.690002,173.111771,1050000
2017-03-10,185.070007,188.070007,185.000000,186.729996,175.023880,687300
2017-03-13,185.960007,187.360001,184.919998,186.789993,175.512482,616700
2017-03-14,186.419998,187.130005,183.029999,183.669998,172.580872,693800
2017-03-15,184.119995,187.369995,183.339996,186.270004,175.023911,917400
2017-03-16,186.270004,186.300003,183.089996,185.619995,174.413116,759400
2017-03-17,185.789993,186.410004,184.309998,184.830002,173.670776,869800
2017-03-20,184.720001,185.210007,182.539993,183.690002,172.599686,929800
2017-03-21,184.779999,186.279999,182.740005,184.020004,172.909744,1115300
2017-03-22,184.070007,186.199997,182.899994,184.130005,173.013077,691200
2017-03-23,184.580002,186.710007,183.250000,184.350006,173.219818,481300
2017-03-24,184.389999,185.919998,182.199997,182.949997,171.904312,907300
2017-03-27,182.000000,184.100006,181.229996,183.949997,172.843979,523500
2017-03-28,183.910004,185.449997,182.410004,184.940002,173.774185,438900
2017-03-29,185.050003,186.110001,182.559998,182.770004,171.735214,560400
2017-03-30,183.250000,185.199997,183.250000,184.110001,172.994293,613800
2017-03-31,184.020004,185.550003,183.119995,184.300003,173.172836,479900
2017-04-03,184.070007,187.300003,184.070007,186.229996,174.986267,750700
2017-04-04,186.710007,187.710007,185.929993,186.360001,175.108475,554500
2017-04-05,187.149994,187.880005,184.589996,185.139999,173.962158,539000
2017-04-06,185.110001,186.940002,184.509995,186.000000,174.770203,401900
2017-04-07,182.050003,182.869995,174.919998,175.160004,164.584656,2877000
2017-04-10,175.169998,176.449997,173.190002,173.750000,163.259842,1143300
2017-04-11,173.899994,175.750000,173.000000,175.509995,164.913544,781400
2017-04-12,176.229996,176.449997,174.809998,175.130005,164.556458,691800
2017-04-13,175.139999,175.809998,173.940002,174.039993,163.532257,690500
2017-04-17,173.860001,175.710007,173.860001,175.039993,164.471878,676200
2017-04-18,174.839996,177.750000,174.839996,176.630005,165.965897,1208700
2017-04-19,177.009995,177.419998,175.509995,175.710007,165.101440,971700
2017-04-20,176.789993,177.080002,175.070007,176.910004,166.229034,459600
2017-04-21,177.610001,180.149994,177.449997,179.300003,168.474686,918100
2017-04-24,181.710007,181.800003,179.839996,180.589996,169.686813,915500
2017-04-25,181.039993,182.039993,179.779999,180.589996,169.686813,669600
2017-04-26,181.979996,182.490005,179.639999,180.960007,170.034485,1279500
2017-04-27,187.100006,188.850006,183.770004,185.550003,174.347382,2422000
2017-04-28,184.460007,184.949997,181.139999,181.389999,170.438522,1068400
2017-05-01,181.000000,182.820007,181.000000,182.160004,171.162064,621500
2017-05-02,182.440002,184.490005,182.009995,184.410004,173.276215,916500
2017-05-03,185.000000,187.210007,184.360001,187.070007,175.775604,913100
2017-05-04,187.000000,191.080002,186.850006,190.389999,178.895142,1022400
2017-05-05,190.419998,193.529999,189.639999,193.119995,181.460342,779400
2017-05-08,193.190002,193.220001,191.630005,192.289993,180.680420,701700
2017-05-09,192.990005,196.029999,191.389999,195.360001,183.565125,689900
2017-05-10,193.979996,196.360001,193.399994,195.669998,183.856339,649900
2017-05-11,195.539993,196.210007,194.100006,195.380005,183.583893,419800
2017-05-12,195.389999,196.389999,194.750000,195.279999,183.489899,398600
2017-05-15,195.929993,198.000000,195.639999,196.520004,184.655060,828300
2017-05-16,197.779999,197.889999,196.029999,196.229996,184.382584,429900
2017-05-17,196.229996,196.229996,191.419998,191.460007,179.900543,595400
2017-05-18,191.259995,195.320007,189.119995,194.710007,182.954346,1097800
2017-05-19,195.199997,197.250000,193.550003,195.800003,183.978516,645400
2017-05-22,197.470001,198.979996,196.509995,198.820007,186.816177,603600
2017-05-23,198.850006,199.750000,198.809998,199.250000,187.220184,488700
2017-05-24,199.479996,206.020004,199.479996,205.970001,193.534500,1083000
2017-05-25,205.410004,208.300003,205.070007,208.039993,195.479507,878800
2017-05-26,207.009995,207.720001,206.649994,207.050003,194.549316,636000
2017-05-30,207.000000,208.679993,206.679993,208.490005,195.902328,466700
2017-05-31,208.910004,212.050003,208.059998,211.720001,198.937317,739100
2017-06-01,213.779999,215.490005,210.880005,215.339996,202.338760,899200
2017-06-02,215.690002,219.410004,214.580002,218.050003,204.885193,729000
2017-06-05,217.990005,218.210007,216.000000,217.100006,203.992538,449200
2017-06-06,217.000000,218.429993,216.169998,217.850006,204.697266,912000
2017-06-07,218.509995,218.630005,215.679993,218.149994,204.979065,514000
2017-06-08,218.220001,218.580002,216.710007,217.880005,204.725433,410200
2017-06-09,213.899994,215.139999,204.630005,206.190002,193.741226,1365300
2017-06-12,205.000000,205.929993,201.100006,204.070007,191.749207,905800
2017-06-13,204.830002,210.139999,204.360001,208.399994,196.260208,712100
2017-06-14,209.419998,212.750000,208.830002,210.559998,198.294373,708900
2017-06-15,208.960007,209.910004,206.350006,209.559998,197.352615,438000
2017-06-16,209.820007,211.949997,208.929993,210.839996,198.558060,1406700
2017-06-19,211.130005,215.869995,211.029999,215.729996,203.163223,919800
2017-06-20,215.839996,217.619995,214.009995,215.029999,202.503967,601500
2017-06-21,215.570007,216.789993,214.960007,216.089996,203.502243,402700
2017-06-22,216.080002,218.429993,215.179993,218.089996,205.385712,571900
2017-06-23,217.889999,218.630005,215.699997,217.050003,204.406296,624100
2017-06-26,217.520004,221.580002,217.059998,218.880005,206.129700,567300
2017-06-27,219.440002,219.440002,213.000000,213.139999,200.724045,620800
2017-06-28,213.509995,214.490005,211.270004,213.600006,201.157242,739600
2017-06-29,213.509995,213.509995,207.759995,210.750000,198.473267,652600
2017-06-30,211.270004,213.649994,210.610001,211.529999,199.207840,534500
2017-07-03,211.550003,212.470001,209.190002,209.919998,197.691620,176800
2017-07-05,209.240005,211.059998,207.190002,208.029999,195.911743,582600
2017-07-06,206.960007,210.250000,205.160004,208.839996,196.674545,624500
2017-07-07,209.229996,213.750000,209.229996,212.320007,199.951843,444200
2017-07-10,212.690002,212.839996,209.399994,211.619995,199.292603,571600
2017-07-11,211.220001,212.570007,209.669998,212.110001,199.754059,775600
2017-07-12,212.460007,214.970001,211.600006,213.539993,201.100769,515300
2017-07-13,213.809998,214.320007,209.589996,210.449997,198.190765,838500
2017-07-14,210.389999,211.720001,208.809998,209.210007,197.023010,799400
2017-07-17,209.110001,209.889999,206.000000,208.250000,196.118896,1169400
2017-07-18,208.740005,212.500000,208.270004,211.449997,199.132538,962600
2017-07-19,212.570007,212.600006,209.940002,212.520004,200.140182,654300
2017-07-20,213.220001,213.770004,209.679993,212.440002,200.064850,608400
2017-07-21,212.529999,214.059998,212.070007,213.220001,200.799393,542700
2017-07-24,213.800003,216.910004,213.220001,213.970001,201.505753,1159600
2017-07-25,207.000000,207.000000,192.059998,192.399994,181.192200,4249500
2017-07-26,195.000000,195.000000,185.000000,186.429993,175.569977,2890600
2017-07-27,186.429993,186.940002,181.089996,182.429993,171.803009,1861700
2017-07-28,183.199997,184.330002,181.860001,183.089996,172.424530,1169000
2017-07-31,184.080002,186.720001,183.449997,186.500000,175.635910,1590000
2017-08-01,186.720001,187.690002,185.190002,186.449997,175.588806,748100
2017-08-02,189.000000,193.380005,188.600006,192.350006,181.145142,1830100
2017-08-03,192.949997,199.800003,192.500000,198.229996,186.682617,1986400
2017-08-04,199.210007,200.949997,195.399994,196.789993,185.326477,1180400
2017-08-07,197.410004,198.889999,194.850006,195.429993,184.045715,902200
2017-08-08,194.690002,194.690002,191.410004,192.139999,180.947403,1088700
2017-08-09,191.130005,194.179993,189.509995,193.830002,182.538910,1192600
2017-08-10,192.660004,194.110001,191.660004,192.529999,181.314621,786300
2017-08-11,189.039993,194.750000,188.100006,192.860001,181.625427,756000
2017-08-14,194.800003,195.100006,192.190002,193.910004,182.614258,674500
2017-08-15,192.380005,192.380005,187.869995,188.169998,177.208618,2029600
2017-08-16,188.110001,189.110001,186.440002,187.669998,176.737793,1404100
2017-08-17,186.649994,190.699997,186.449997,188.259995,177.293396,788300
2017-08-18,187.919998,189.000000,186.789993,188.660004,177.670105,1275800
2017-08-21,188.789993,189.850006,186.610001,189.479996,178.442307,1023800
2017-08-22,189.410004,190.970001,188.080002,189.009995,177.999680,750600
2017-08-23,188.139999,189.279999,187.089996,187.690002,176.756577,692400
2017-08-24,187.979996,188.229996,183.240005,183.300003,172.622330,1227200
2017-08-25,181.550003,182.210007,175.800003,178.729996,168.318542,2112000
2017-08-28,178.789993,180.110001,176.649994,178.759995,168.346756,1031000
2017-08-29,178.020004,178.720001,176.100006,178.380005,167.988892,979000
2017-08-30,178.470001,179.839996,177.020004,178.929993,168.506836,851100
2017-08-31,179.130005,183.949997,178.089996,182.259995,171.642868,1084900
2017-09-01,182.889999,184.720001,182.259995,183.589996,172.895432,707900
2017-09-05,183.000000,185.740005,182.250000,182.500000,171.868896,745700
2017-09-06,182.600006,183.660004,181.490005,182.630005,171.991379,813100
2017-09-07,182.649994,185.000000,182.649994,183.320007,172.641174,591500
2017-09-08,182.770004,188.820007,182.550003,186.429993,175.569977,943800
2017-09-11,187.399994,191.970001,187.399994,189.020004,178.009094,1203000
2017-09-12,189.149994,190.199997,185.630005,189.919998,178.856644,936000
2017-09-13,189.440002,190.770004,186.690002,188.550003,177.566544,796900
2017-09-14,188.669998,190.070007,187.039993,189.910004,179.284637,1037200
2017-09-15,189.639999,194.830002,189.039993,194.679993,183.787811,1916100
2017-09-18,195.009995,197.770004,194.990005,195.619995,184.675186,1345300
2017-09-19,195.610001,197.419998,195.410004,195.929993,184.967880,850500
2017-09-20,196.919998,199.139999,195.770004,197.580002,186.525513,1155400
2017-09-21,198.119995,199.690002,197.600006,198.039993,186.959793,716600
2017-09-22,198.570007,199.559998,196.100006,197.210007,186.176285,1031200
2017-09-25,197.259995,197.270004,190.360001,193.419998,182.598282,1152300
2017-09-26,193.410004,194.979996,191.759995,193.309998,182.494446,657200
2017-09-27,193.919998,197.449997,193.889999,196.839996,185.826920,586800
2017-09-28,196.270004,197.880005,195.550003,197.039993,186.015762,656800
2017-09-29,197.270004,198.770004,196.750000,198.550003,187.441284,636300
2017-10-02,199.789993,203.570007,199.369995,199.990005,188.800720,1196900
2017-10-03,200.779999,205.639999,200.779999,202.809998,191.462906,1255000
2017-10-04,202.000000,202.690002,199.720001,201.639999,190.358353,957000
2017-10-05,201.479996,206.449997,200.929993,206.020004,194.493301,839600
2017-10-06,205.419998,207.369995,204.960007,205.389999,193.898544,893400
2017-10-09,205.630005,207.949997,205.630005,205.800003,194.285614,768200
2017-10-10,208.330002,211.750000,206.690002,209.440002,197.721970,1336000
2017-10-11,210.000000,210.940002,208.039993,209.240005,197.533157,1828500
2017-10-12,199.949997,205.360001,196.699997,201.029999,189.782471,4872900
2017-10-13,201.369995,201.960007,192.820007,192.979996,182.182907,2574400
2017-10-16,192.660004,195.419998,189.509995,193.190002,182.381149,1977200
2017-10-17,193.500000,195.679993,191.830002,192.270004,181.512589,1316300
2017-10-18,192.270004,192.779999,187.639999,187.789993,177.283264,1493000
2017-10-19,187.500000,187.649994,183.619995,186.119995,175.706726,1086400
2017-10-20,186.500000,186.699997,184.789993,186.110001,175.697281,1553500
2017-10-23,186.199997,187.279999,182.630005,182.630005,172.412033,1310500
2017-10-24,182.649994,184.490005,180.270004,183.839996,173.554291,1060200
2017-10-25,183.500000,185.839996,181.619995,185.750000,175.357391,1028200
2017-10-26,185.759995,187.410004,185.160004,185.679993,175.291367,739500
2017-10-27,187.339996,187.339996,184.009995,184.679993,174.347305,778600
2017-10-30,183.589996,184.600006,180.990005,181.699997,171.533997,1045900
2017-10-31,182.000000,184.479996,181.559998,183.000000,172.761276,774600
2017-11-01,182.320007,182.410004,176.070007,177.250000,167.332977,1523200
2017-11-02,178.440002,181.119995,177.369995,178.089996,168.125977,1120100
2017-11-03,178.679993,180.380005,177.529999,177.940002,167.984390,1024800
2017-11-06,176.029999,176.910004,169.550003,173.460007,163.755035,1992700
2017-11-07,173.429993,174.460007,168.860001,170.100006,160.583054,1801500
2017-11-08,169.770004,170.470001,167.270004,168.710007,159.270813,1461900
2017-11-09,168.600006,173.279999,166.740005,173.210007,163.519012,1332000
2017-11-10,173.720001,176.210007,172.050003,173.330002,163.632294,1165600
2017-11-13,173.270004,175.300003,171.550003,173.029999,163.349060,672400
2017-11-14,172.960007,177.220001,172.929993,175.660004,165.831940,923800
2017-11-15,175.500000,176.729996,173.660004,175.759995,165.926346,957800
2017-11-16,177.320007,179.940002,176.089996,177.470001,167.540649,1077000
2017-11-17,176.830002,179.000000,176.619995,178.649994,168.654694,1133900
2017-11-20,178.699997,179.009995,176.399994,177.770004,167.823868,881300
2017-11-21,177.649994,178.630005,176.330002,176.880005,166.983704,712100
2017-11-22,175.610001,177.160004,175.000000,176.550003,166.672134,765700
2017-11-24,177.300003,177.639999,176.050003,177.339996,167.417953,306800
2017-11-27,177.020004,177.399994,173.630005,174.520004,164.755753,893600
2017-11-28,171.309998,172.559998,168.559998,172.289993,162.650497,1874700
2017-11-29,176.270004,184.389999,175.949997,179.169998,169.145538,1651900
2017-11-30,180.660004,186.940002,178.889999,186.160004,175.744476,1317000
2017-12-01,185.779999,185.979996,179.289993,184.619995,174.290665,1491800
2017-12-04,185.949997,189.830002,183.899994,187.619995,177.122757,1341200
2017-12-05,187.949997,189.710007,185.429993,185.500000,175.121399,707100
2017-12-06,184.509995,185.919998,180.979996,181.169998,171.033676,636100
2017-12-07,181.050003,181.589996,178.720001,179.509995,169.466553,918700
2017-12-08,179.289993,184.070007,177.240005,183.910004,173.620361,1486400
2017-12-11,183.220001,183.220001,179.360001,180.960007,170.835403,1029000
2017-12-12,179.800003,180.960007,178.149994,180.610001,170.505005,669300
2017-12-13,180.380005,182.979996,178.889999,180.509995,170.410614,636700
2017-12-14,180.130005,184.380005,179.470001,182.520004,172.748352,1401700
2017-12-15,182.389999,185.710007,181.240005,185.039993,175.133392,1287000
2017-12-18,185.899994,188.839996,185.750000,186.000000,176.042053,1627800
2017-12-19,187.250000,188.500000,186.270004,187.059998,177.045303,636500
2017-12-20,187.600006,187.919998,182.839996,183.619995,173.789474,843600
2017-12-21,183.589996,188.970001,182.750000,188.389999,178.304077,880600
2017-12-22,190.000000,193.020004,187.800003,192.869995,182.544205,844300
2017-12-26,192.199997,192.809998,189.960007,190.369995,180.178085,622700
2017-12-27,190.000000,191.970001,189.149994,190.570007,180.367371,441400
2017-12-28,190.800003,190.800003,189.309998,189.979996,179.808945,432000
2017-12-29,190.179993,190.380005,188.509995,188.960007,178.843597,1015400
2018-01-02,188.520004,188.979996,186.899994,186.940002,176.931732,925700
2018-01-03,187.649994,191.820007,187.580002,191.660004,181.399017,646400
2018-01-04,197.250000,202.270004,197.009995,197.289993,186.727570,1539500
2018-01-05,198.210007,201.970001,197.729996,200.300003,189.576477,1158500
2018-01-08,200.139999,203.740005,198.679993,203.610001,192.709274,1068300
2018-01-09,204.479996,207.520004,203.130005,206.710007,195.643295,1159000
2018-01-10,198.500000,201.199997,196.179993,200.089996,189.377686,2404800
2018-01-11,201.039993,209.919998,201.039993,209.850006,198.615189,1465000
2018-01-12,209.500000,212.789993,209.210007,211.149994,199.845551,1015000
2018-01-16,213.949997,213.949997,208.789993,209.289993,198.085129,1104400
2018-01-17,209.289993,209.699997,207.289993,207.889999,196.760117,836400
2018-01-18,208.000000,210.990005,207.509995,210.910004,199.618393,769300
2018-01-19,211.470001,214.970001,211.250000,213.539993,202.107605,615600
2018-01-22,213.470001,216.289993,211.880005,216.289993,204.710403,839600
2018-01-23,216.289993,221.649994,215.979996,219.570007,207.814804,1145400
2018-01-24,220.050003,220.699997,217.520004,218.720001,207.010284,835900
2018-01-25,220.899994,221.919998,218.899994,219.330002,207.587631,762300
2018-01-26,219.330002,219.639999,215.250000,216.779999,205.174133,765800
2018-01-29,215.699997,218.669998,214.550003,215.330002,203.801788,705200
2018-01-30,214.020004,216.509995,213.449997,215.949997,204.388565,617700
2018-01-31,216.809998,218.000000,215.220001,216.850006,205.240417,699300
2018-02-01,215.699997,219.520004,215.699997,218.669998,206.962967,687000
2018-02-02,217.130005,218.880005,214.110001,214.380005,202.902679,784300
2018-02-05,210.389999,215.380005,205.729996,208.020004,196.883148,946800
2018-02-06,202.149994,210.839996,200.509995,208.460007,197.299591,1396600
2018-02-07,207.830002,213.110001,207.679993,211.309998,199.997025,884500
2018-02-08,210.649994,210.750000,198.509995,198.570007,187.939087,1450000
2018-02-09,200.279999,207.550003,199.000000,206.089996,195.056458,1228400
2018-02-12,208.410004,212.740005,206.020004,211.869995,200.527023,942800
2018-02-13,211.059998,212.940002,203.399994,208.000000,196.864197,1277900
2018-02-14,206.500000,210.770004,205.509995,209.779999,198.548904,918300
2018-02-15,212.300003,219.729996,212.080002,217.699997,206.044891,1399000
2018-02-16,218.000000,221.899994,214.479996,220.740005,208.922150,1396400
2018-02-20,215.500000,227.100006,208.220001,221.490005,209.631989,4770100
2018-02-21,222.149994,236.000000,221.759995,230.529999,218.188049,3409700
2018-02-22,230.000000,230.250000,224.199997,227.000000,214.847000,1791200
2018-02-23,227.979996,229.250000,225.020004,228.850006,216.598022,1014800
2018-02-26,230.710007,231.039993,227.460007,228.020004,215.812408,980800
2018-02-27,228.979996,230.990005,226.100006,226.470001,214.345383,634200
2018-02-28,226.210007,228.240005,222.289993,222.410004,210.502762,918500
2018-03-01,222.000000,225.789993,219.289993,222.820007,210.890808,898900
2018-03-02,220.690002,224.160004,219.559998,223.100006,211.155823,873200
2018-03-05,222.360001,222.360001,218.000000,219.610001,207.852661,930100
2018-03-06,223.500000,223.809998,218.600006,221.440002,209.584686,965300
2018-03-07,222.929993,223.729996,220.309998,222.960007,211.023285,754800
2018-03-08,223.809998,226.630005,221.809998,222.779999,210.852921,581100
2018-03-09,224.389999,230.449997,222.770004,230.259995,217.932480,656800
2018-03-12,230.500000,232.490005,227.550003,227.690002,215.500046,855300
2018-03-13,228.210007,229.929993,225.779999,226.399994,214.279129,675300
2018-03-14,225.669998,228.389999,224.289993,226.660004,215.047653,394000
2018-03-15,227.369995,228.270004,226.089996,226.820007,215.199402,808500
2018-03-16,227.490005,232.020004,227.449997,229.789993,218.017273,904400
2018-03-19,228.800003,230.279999,226.899994,227.669998,216.005859,636200
2018-03-20,228.000000,232.880005,227.509995,231.589996,219.725052,574200
2018-03-21,231.449997,232.360001,227.740005,228.259995,216.565659,512800
2018-03-22,227.429993,231.559998,226.339996,226.399994,214.800949,915900
2018-03-23,227.210007,231.130005,225.940002,226.649994,215.038147,799100
2018-03-26,228.600006,231.839996,226.229996,231.279999,219.430969,632500
2018-03-27,232.000000,233.779999,229.470001,231.580002,219.715591,795100
2018-03-28,231.990005,234.419998,231.279999,233.869995,221.888229,738500
2018-03-29,234.559998,235.869995,232.360001,233.559998,221.594131,963800
2018-04-02,233.289993,236.929993,228.589996,230.419998,218.614990,733600
2018-04-03,231.910004,234.449997,230.130005,233.470001,221.508728,539000
2018-04-04,225.699997,232.020004,225.250000,231.449997,219.592209,1026200
2018-04-05,233.270004,236.240005,232.320007,235.789993,223.709885,610900
2018-04-06,233.690002,235.729996,230.229996,231.460007,219.601761,658200
2018-04-09,232.679993,235.199997,231.899994,232.429993,220.521988,380200
2018-04-10,234.020004,234.669998,230.860001,231.699997,219.829422,438200
2018-04-11,230.789993,232.800003,229.690002,231.000000,219.165298,326700
2018-04-12,232.089996,234.619995,231.330002,231.479996,219.620682,398700
2018-04-13,232.380005,233.279999,229.669998,230.320007,218.520111,528600
2018-04-16,231.059998,234.830002,230.529999,232.350006,220.446152,353400
2018-04-17,234.630005,238.919998,234.300003,237.160004,225.009689,414100
2018-04-18,237.369995,239.210007,236.539993,238.190002,225.986954,399600
2018-04-19,237.750000,241.410004,236.889999,240.690002,228.358826,401500
2018-04-20,239.550003,241.089996,238.210007,238.929993,226.688995,487700
2018-04-23,239.619995,243.809998,238.440002,239.479996,227.210800,657100
2018-04-24,240.369995,240.440002,229.179993,231.820007,219.943268,891600
2018-04-25,232.300003,235.210007,230.690002,233.529999,221.565674,845200
2018-04-26,249.550003,255.000000,246.000000,250.610001,237.770615,1709100
2018-04-27,251.979996,252.800003,247.149994,248.419998,235.692825,987700
2018-04-30,250.000000,250.000000,241.710007,241.729996,229.345535,841400
2018-05-01,242.149994,248.830002,241.059998,247.679993,234.990692,645700
2018-05-02,246.740005,246.979996,243.389999,244.279999,231.764908,521500
2018-05-03,243.089996,246.369995,241.460007,245.830002,233.235519,552500
2018-05-04,245.419998,249.199997,244.470001,248.240005,235.522034,307500
2018-05-07,249.529999,251.000000,248.669998,250.500000,237.666229,565900
2018-05-08,249.809998,250.630005,248.000000,250.410004,237.580841,627600
2018-05-09,249.500000,250.360001,245.259995,249.910004,237.106476,543100
2018-05-10,250.500000,252.139999,249.460007,249.720001,236.926224,572900
2018-05-11,249.880005,251.119995,247.889999,249.910004,237.106476,325700
2018-05-14,249.619995,249.710007,245.619995,246.139999,233.529617,414600
2018-05-15,247.059998,247.660004,242.809998,247.100006,234.440430,423900
2018-05-16,246.490005,249.809998,246.490005,247.339996,234.668137,389900
2018-05-17,246.080002,248.690002,246.000000,246.550003,233.918610,335900
2018-05-18,247.289993,247.990005,243.250000,244.860001,232.315216,697900
2018-05-21,245.399994,249.279999,244.820007,248.369995,235.645355,536300
2018-05-22,249.240005,249.520004,246.710007,248.210007,235.493591,318400
2018-05-23,248.000000,250.259995,247.729996,249.490005,236.707993,520500
2018-05-24,249.940002,253.889999,249.720001,252.240005,239.317078,521000
2018-05-25,251.800003,254.220001,250.070007,250.339996,237.514450,283600
2018-05-29,249.460007,249.460007,243.179993,245.800003,233.207062,673900
2018-05-30,247.500000,253.669998,246.929993,251.699997,238.804794,586800
2018-05-31,251.119995,252.559998,249.130005,251.479996,238.596039,579600
2018-06-01,253.419998,257.429993,252.610001,252.850006,239.895859,557400
2018-06-04,252.809998,256.000000,252.600006,255.389999,242.305710,488200
2018-06-05,255.100006,263.250000,255.009995,262.630005,249.174805,805200
2018-06-06,263.970001,269.820007,263.600006,269.630005,255.816193,817900
2018-06-07,270.220001,273.570007,267.709991,272.040009,258.102661,889400
2018-06-08,264.339996,271.660004,263.059998,270.040009,256.205200,670900
2018-06-11,269.500000,270.720001,268.029999,269.769989,255.948990,453300
2018-06-12,269.570007,273.619995,268.679993,273.200012,259.203308,551100
2018-06-13,273.299988,276.119995,272.869995,273.579987,259.563782,478400
2018-06-14,274.410004,274.410004,270.640015,273.649994,260.153229,538700
2018-06-15,273.809998,277.359985,270.850006,277.339996,263.661224,559300
2018-06-18,277.179993,283.209991,275.380005,281.730011,267.834656,509100
2018-06-19,281.730011,288.040009,280.290009,287.390015,273.215515,674200
2018-06-20,290.019989,290.019989,285.690002,287.899994,273.700348,587200
2018-06-21,289.209991,292.670013,286.010010,290.760010,276.419373,775600
2018-06-22,293.679993,293.809998,289.339996,292.390015,277.968933,519700
2018-06-25,292.230011,293.489990,276.549988,279.510010,265.724152,1182100
2018-06-26,281.970001,286.170013,278.559998,283.109985,269.146637,1211000
2018-06-27,283.649994,285.160004,279.649994,281.470001,267.587524,516600
2018-06-28,279.899994,283.369995,279.200012,282.089996,268.176910,324900
2018-06-29,284.040009,284.369995,280.179993,282.170013,268.253021,318300
2018-07-02,278.640015,281.380005,276.549988,281.000000,267.140686,496100
2018-07-03,282.730011,283.239990,278.730011,280.130005,266.313599,202500
2018-07-05,280.700012,281.859985,274.630005,277.739990,264.041443,534500
2018-07-06,278.950012,280.890015,278.369995,279.149994,265.381958,482000
2018-07-09,282.000000,282.200012,277.660004,278.269989,264.545349,529200
2018-07-10,278.480011,280.600006,271.790009,272.390015,258.955353,648800
2018-07-11,271.399994,280.730011,271.399994,279.660004,265.866791,784000
2018-07-12,280.649994,280.649994,277.859985,279.029999,265.267914,345400
2018-07-13,279.209991,283.339996,278.920013,281.399994,267.520935,456200
2018-07-16,281.970001,283.690002,278.119995,279.190002,265.420013,354000
2018-07-17,278.519989,282.899994,277.630005,282.040009,268.129364,844500
2018-07-18,282.040009,284.880005,280.170013,283.679993,269.688538,1079800
2018-07-19,275.000000,284.769989,272.899994,276.750000,263.100372,1970200
2018-07-20,275.000000,282.480011,275.000000,277.170013,263.499603,586600
2018-07-23,276.769989,276.799988,271.200012,271.750000,258.346893,690400
2018-07-24,271.559998,271.559998,262.029999,263.070007,250.095108,913300
2018-07-25,263.339996,266.140015,261.059998,262.200012,249.267944,632100
2018-07-26,261.910004,263.059998,259.649994,260.000000,247.176453,504900
2018-07-27,262.869995,263.109985,259.790009,260.700012,247.841919,694200
